,Video_URL,Thumbnails_URL,Title,Views,Published_date
95,https://www.youtube.com/watch?v=FFdFLhUBkWw,https://i.ytimg.com/vi/FFdFLhUBkWw/hqdefault.jpg,Teacher की हर बात Follow करी है..!! 🤩🔥 #PWShorts #PhysicsWallah,7105,2023-05-17
96,https://www.youtube.com/watch?v=SL7vAzS8QmQ,https://i.ytimg.com/vi/SL7vAzS8QmQ/hqdefault.jpg,PW से हर कोई अपने Sapne Pure कर सकता है..!! 🔥 #PWShorts #PhysicsWallah,13923,2023-05-17
97,https://www.youtube.com/watch?v=AbyyjKSA8fc,https://i.ytimg.com/vi/AbyyjKSA8fc/hqdefault.jpg,PW के लिए Parents भी हुए भावुक..!! 🥺 #PWShorts #PhysicsWallah,13880,2023-05-17
98,https://www.youtube.com/watch?v=Z9iyd3RGAfk,https://i.ytimg.com/vi/Z9iyd3RGAfk/hqdefault.jpg,अब Zimmedari बढ़ने वाली है #PWShorts #PhysicsWallah,6972,2023-05-17
99,https://www.youtube.com/watch?v=wkoZ4_04eVU,https://i.ytimg.com/vi/wkoZ4_04eVU/hqdefault.jpg,10th से 11वीं का Transition सबसे Bada होने वाला है..!!🫢💪 #PWShorts #PhysicsWallah,43078,2023-05-17
100,https://www.youtube.com/watch?v=gvpCBeekOA8,https://i.ytimg.com/vi/gvpCBeekOA8/hqdefault.jpg,Online Batches से भी बहुत ज्यादा फायदा हुआ..!! 🤩🔥 #PWShorts #PhysicsWallah,24551,2023-05-16
101,https://www.youtube.com/watch?v=CPmcBN2xoxI,https://i.ytimg.com/vi/CPmcBN2xoxI/hqdefault.jpg,Olympiad Challengers Batch For Our Udaan & Victory Students || Class-10th🔥,51223,2023-05-16
102,https://www.youtube.com/watch?v=2_t33wStPyw,https://i.ytimg.com/vi/2_t33wStPyw/hqdefault.jpg,PW में सभी Best Faculties हैं..!! 🔥 #PWShorts #PhysicsWallah,20076,2023-05-16
103,https://www.youtube.com/watch?v=s02CLUbHMn4,https://i.ytimg.com/vi/s02CLUbHMn4/hqdefault.jpg,ICSE Class-10th Result are Out..!! 🫢🔥 #icseresults #icseboards #icseclass10th,20736,2023-05-15
104,https://www.youtube.com/watch?v=YsCWIlantlc,https://i.ytimg.com/vi/YsCWIlantlc/hqdefault.jpg,PW is Love & Emotion ❤️💯 #PWShorts #PhysicsWallah,18499,2023-05-15
105,https://www.youtube.com/watch?v=Aa-Ai7aAarA,https://i.ytimg.com/vi/Aa-Ai7aAarA/hqdefault.jpg,ICSE Board Result is Out 🔥 #icseboard #icse10th #icseresults,10181,2023-05-15
106,https://www.youtube.com/watch?v=ax6Wrb6ZctU,https://i.ytimg.com/vi/ax6Wrb6ZctU/hqdefault.jpg,Let's Celebrate This Journey Together 🔥 || Class 10th Results Announced || PWians Rocked🎉,97679,2023-05-14
107,https://www.youtube.com/watch?v=NqcOEhjgGnU,https://i.ytimg.com/vi/NqcOEhjgGnU/hqdefault.jpg,PW ने कभी साथ नहीं छोडा..!! 🔥 #PWShorts #PhysicsWallah,30622,2023-05-14
108,https://www.youtube.com/watch?v=mdZ4g2o7v9g,https://i.ytimg.com/vi/mdZ4g2o7v9g/hqdefault.jpg,How to Join Indian Army After 10th ?? | Detailed Explanation 🔥🔥,16534,2023-05-14
109,https://www.youtube.com/watch?v=z3ko4cUOYO0,https://i.ytimg.com/vi/z3ko4cUOYO0/hqdefault.jpg,"PW की कहानी, TOPPERS की जुबानी || Celebrating the Success of Our Class-10th Toppers⚡🤩",53095,2023-05-13
110,https://www.youtube.com/watch?v=ye3a3XGYyEc,https://i.ytimg.com/vi/ye3a3XGYyEc/hqdefault.jpg,Maths mein 100/100 आए हैं..!!🔥 #PWShorts #PhysicsWallahFoundation,56828,2023-05-13
111,https://www.youtube.com/watch?v=TFelNThW6mM,https://i.ytimg.com/vi/TFelNThW6mM/hqdefault.jpg,आज होगा College Review by Sanyam sir! 🔥#PWShorts #JEEWallah,23739,2023-05-13
